time[s],Beschleunigungskraft in x - Punktmasse_A2.Fax [N],Beschleunigungskraft in y - Punktmasse_A2.Fay [N]
s,N,N
0,-0,0
0.000105368073093342,6.68867690807764,-14.9383840265917
0.000210267911470252,12.8835022970342,-28.8454151680778
0.000313454191484944,17.8529766338343,-41.2277719654007
0.000444586755670281,22.8867462734365,-55.3417454552644
0.000552072464018919,26.1407123276149,-65.7134095754824
0.00070322424138419,29.6457795357018,-78.6977803267453
0.000805494049354659,46.7349548550675,-68.8419186234888
0.000909736366846621,50.3872765165387,-51.717636686759
0.00101448959860279,36.193683308955,-30.8015694938714
0.00114894660418683,21.8812557683135,-6.62400822268193
0.0012594305265404,12.5924867323429,11.2276262187523
0.00137860240997091,1.92298682128712,29.1893874936237
0.00147927315558643,-6.2879019966689,43.1323489615425
0.00158151688160219,-13.3103199022402,56.0715521597217
0.00168288481334843,-4.33908790040175,61.5870820932449
0.00178611307621542,7.87645013977074,39.5838833678691
0.00189707049712669,16.4531022565565,18.5251750721859
0.00200390736921049,21.5542098718756,0.368074046615293
0.00213920041167604,26.2540227212601,-20.3028588508275
0.0022549827785825,29.5748018469153,-35.5652849794967
0.00237021585129695,32.7848957759131,-48.5030425354641
0.00250750525433564,35.6557523279293,-62.2219145603936
0.00262003755190834,37.3646248607922,-72.2763262307624
0.00272069191243512,36.3778860449485,-77.3926244976942
0.00282548499946818,22.7067727446118,-54.7658971890054
0.00292872557845398,11.5239076988721,-34.7272673834585
0.00305093418050039,0.718477388513531,-13.4829296514593
0.00316543585328035,-9.71204285995591,5.07343637219713
0.00327253942746649,2.64880412072604,16.2290928921525
0.00337749116804689,26.4221348479118,16.0060879921083
0.0034921994148709,30.3726157387007,-3.33602479251051
0.0036020421286815,33.0795212292768,-20.0186188722455
0.00373889993412008,35.3122780516312,-38.6534878846709
0.00385922389548213,37.871151762391,-51.6882266009808
0.00395949128738076,33.4212225630095,-43.4611744154727
0.00406806838935391,20.5729515989213,-23.2594381744011
0.00419019140137177,9.82591400283672,-1.94443053243945
0.00429095747682365,8.90599376046321,9.20765194444384
0.0043916800762696,14.9196271430568,-7.43222206560012
0.00449350010492319,19.5369254385977,-22.4648882006718
0.00461365428405013,24.6514643473781,-37.4014876227433
0.0047138873372583,29.0659846188392,-47.046622223825
0.00481581889898591,25.026338453765,-29.5177264659926
0.004916193385099,14.8724470693144,-11.4563658766059
0.00502024150915095,15.2476298502309,3.46691553286922
0.00512339877281419,24.0100907217088,-9.61409194780128
0.00523351927674198,27.4974427916301,-25.8664952074409
